"","gene_id","seqnames","start","end","width","strand","source","type","score","phase","gene_version","gene_name","gene_source","gene_biotype","transcript_id","transcript_name","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","tag","Orthogroup"
"596","WBGene00024166","V",1607597,1607854,258,"+","WormBase","gene",NA,NA,"1","CBG00836","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001769"
"597","WBGene00024167","V",1609026,1610342,1317,"+","WormBase","gene",NA,NA,"1","CBG00837","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000471"
"598","WBGene00024168","V",1610450,1611869,1420,"-","WormBase","gene",NA,NA,"1","CBG00838","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001469"
"599","WBGene00024169","V",1612694,1614060,1367,"-","WormBase","gene",NA,NA,"1","CBG00839","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001469"
"600","WBGene00024170","V",1614571,1615468,898,"-","WormBase","gene",NA,NA,"1","CBG00840","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001469"
"601","WBGene00024172","II",1236381,1236734,354,"-","WormBase","gene",NA,NA,"1","CBG00842","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0016130"
"602","WBGene00024173","II",1229191,1233935,4745,"-","WormBase","gene",NA,NA,"1","Cbr-srd-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010769"
"603","WBGene00024174","II",1228244,1228629,386,"+","WormBase","gene",NA,NA,"1","CBG00844","WormBase","pseudogene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","WBGene00024175","II",1221513,1223697,2185,"-","WormBase","gene",NA,NA,"1","CBG00845","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002084"
"605","WBGene00024176","II",1219223,1220306,1084,"-","WormBase","gene",NA,NA,"1","CBG00846","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000679"
"606","WBGene00024177","II",1128734,1136637,7904,"+","WormBase","gene",NA,NA,"1","Cbr-gcy-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000252"
"607","WBGene00024178","II",1123764,1127435,3672,"+","WormBase","gene",NA,NA,"1","Cbr-sfxn-1.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000680"
"608","WBGene00024179","II",1172635,1182100,9466,"-","WormBase","gene",NA,NA,"1","Cbr-gcy-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000252"
"609","WBGene00024180","II",1162081,1172037,9957,"-","WormBase","gene",NA,NA,"1","Cbr-gcy-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000252"
"610","WBGene00024181","II",1158920,1161148,2229,"-","WormBase","gene",NA,NA,"1","Cbr-vha-9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010768"
"611","WBGene00024182","II",1155807,1158769,2963,"-","WormBase","gene",NA,NA,"1","Cbr-clpp-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003734"
"612","WBGene00024183","II",1156544,1157536,993,"+","WormBase","gene",NA,NA,"1","Cbr-mdt-22","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010767"
"613","WBGene00024184","II",1154699,1155320,622,"+","WormBase","gene",NA,NA,"1","CBG00855","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005005"
"614","WBGene00024185","II",1139026,1139485,460,"-","WormBase","gene",NA,NA,"1","CBG00856","WormBase","pseudogene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","WBGene00024186","II",1136862,1137819,958,"-","WormBase","gene",NA,NA,"1","CBG00857","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000679"
"616","WBGene00024187","II",1114174,1116207,2034,"+","WormBase","gene",NA,NA,"1","Cbr-nlp-63","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005768"
"617","WBGene00024188","II",1097712,1110341,12630,"+","WormBase","gene",NA,NA,"1","Cbr-pax-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002857"
"618","WBGene00024189","II",1087191,1091455,4265,"-","WormBase","gene",NA,NA,"1","CBG00862","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002083"
"619","WBGene00024190","II",1082724,1087121,4398,"+","WormBase","gene",NA,NA,"1","Cbr-asah-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005769"
"620","WBGene00024191","II",1076848,1080441,3594,"+","WormBase","gene",NA,NA,"1","Cbr-phg-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005770"
"621","WBGene00024195","II",1019168,1055209,36042,"+","WormBase","gene",NA,NA,"1","Cbr-mel-11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003169"
"622","WBGene00024196","II",1007118,1010245,3128,"+","WormBase","gene",NA,NA,"1","Cbr-cup-15","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007955"
"623","WBGene00024197","II",1003771,1006918,3148,"-","WormBase","gene",NA,NA,"1","Cbr-sdhb-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007956"
"624","WBGene00024198","II",995015,1003695,8681,"+","WormBase","gene",NA,NA,"1","CBG00873","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007957"
"625","WBGene00024199","II",984178,987978,3801,"+","WormBase","gene",NA,NA,"1","CBG00875","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007958"
"626","WBGene00024200","II",970175,971239,1065,"+","WormBase","gene",NA,NA,"1","CBG00879","WormBase","pseudogene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","WBGene00024201","II",940896,949009,8114,"-","WormBase","gene",NA,NA,"1","Cbr-mtrr-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007959"
"628","WBGene00024202","II",935502,939926,4425,"-","WormBase","gene",NA,NA,"1","Cbr-acs-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007960"
"629","WBGene00024203","II",930346,939924,9579,"+","WormBase","gene",NA,NA,"1","CBG00884","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007961"
"630","WBGene00024204","II",902625,927498,24874,"+","WormBase","gene",NA,NA,"1","Cbr-daf-19","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010770"
"631","WBGene00024205","II",898988,901735,2748,"-","WormBase","gene",NA,NA,"1","CBG00888","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005767"
"632","WBGene00024206","II",893385,897401,4017,"-","WormBase","gene",NA,NA,"1","CBG00889","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","WBGene00024207","II",889123,892482,3360,"-","WormBase","gene",NA,NA,"1","Cbr-cdc-25.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005765"
"634","WBGene00024208","II",886915,888449,1535,"+","WormBase","gene",NA,NA,"1","CBG00891","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001073"
"635","WBGene00024209","II",882280,886543,4264,"+","WormBase","gene",NA,NA,"1","Cbr-srb-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005763"
"636","WBGene00024210","II",877222,879078,1857,"+","WormBase","gene",NA,NA,"1","CBG00894","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005764"
"637","WBGene00024211","II",864946,869311,4366,"-","WormBase","gene",NA,NA,"1","CBG00895","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000533"
"638","WBGene00024212","II",861065,864476,3412,"+","WormBase","gene",NA,NA,"1","Cbr-ref-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005761"
"639","WBGene00024213","II",842544,847124,4581,"+","WormBase","gene",NA,NA,"1","CBG00897","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005762"
"640","WBGene00024215","II",832444,834472,2029,"-","WormBase","gene",NA,NA,"1","Cbr-arv-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003736"
"641","WBGene00024217","II",824993,831050,6058,"+","WormBase","gene",NA,NA,"1","CBG00901","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0018348"
"642","WBGene00024219","II",811033,816387,5355,"+","WormBase","gene",NA,NA,"1","CBG00904","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000279"
"643","WBGene00024220","II",804406,807182,2777,"+","WormBase","gene",NA,NA,"1","Cbr-abu-14","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007976"
"644","WBGene00024221","II",779580,796706,17127,"+","WormBase","gene",NA,NA,"1","Cbr-znfx-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003171"
"645","WBGene00024222","II",773928,778756,4829,"+","WormBase","gene",NA,NA,"1","CBG00907","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007975"
"646","WBGene00024223","II",750486,766432,15947,"+","WormBase","gene",NA,NA,"1","Cbr-sym-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001363"
"647","WBGene00024224","II",737530,750544,13015,"+","WormBase","gene",NA,NA,"1","Cbr-twk-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001363"
"648","WBGene00024225","II",716378,731734,15357,"-","WormBase","gene",NA,NA,"1","Cbr-let-23","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001951"
"649","WBGene00024226","II",704905,714866,9962,"+","WormBase","gene",NA,NA,"1","CBG00912","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007970"
"650","WBGene00024228","II",690371,703929,13559,"+","WormBase","gene",NA,NA,"1","CBG00915","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0004352"
"651","WBGene00024230","II",685897,687586,1690,"-","WormBase","gene",NA,NA,"1","Cbr-gst-13","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011605"
"652","WBGene00024231","II",683473,685896,2424,"+","WormBase","gene",NA,NA,"1","CBG00919","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007968"
"653","WBGene00024232","II",674378,679949,5572,"+","WormBase","gene",NA,NA,"1","Cbr-aqp-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0004351"
"654","WBGene00024233","II",654372,656636,2265,"-","WormBase","gene",NA,NA,"1","Cbr-nlp-82","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011602"
"655","WBGene00024234","II",646927,653015,6089,"+","WormBase","gene",NA,NA,"1","CBG00925","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010401"
"656","WBGene00024235","II",642569,645845,3277,"+","WormBase","gene",NA,NA,"1","Cbr-pir-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007974"
"657","WBGene00024236","II",589709,642358,52650,"-","WormBase","gene",NA,NA,"1","Cbr-sec-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007973"
"658","WBGene00024237","II",630203,633915,3713,"+","WormBase","gene",NA,NA,"1","Cbr-srd-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0013854"
"659","WBGene00024238","II",626989,627252,264,"+","WormBase","gene",NA,NA,"1","CBG00930","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","WBGene00024239","II",615309,621379,6071,"-","WormBase","gene",NA,NA,"1","CBG00931","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005766"
"661","WBGene00024242","II",589786,599108,9323,"-","WormBase","gene",NA,NA,"1","CBG00934","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0004354"
"662","WBGene00024243","II",593573,597904,4332,"+","WormBase","gene",NA,NA,"1","Cbr-dpl-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007972"
"663","WBGene00024244","II",586468,589400,2933,"-","WormBase","gene",NA,NA,"1","CBG00936","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0014046"
"664","WBGene00024245","II",577431,579965,2535,"-","WormBase","gene",NA,NA,"1","CBG00937","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007971"
"665","WBGene00024246","II",574237,577448,3212,"+","WormBase","gene",NA,NA,"1","Cbr-rhy-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0004353"
"666","WBGene00024247","II",559121,563116,3996,"-","WormBase","gene",NA,NA,"1","CBG00939","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011604"
"667","WBGene00024248","II",536588,557934,21347,"-","WormBase","gene",NA,NA,"1","CBG00943","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003170"
"668","WBGene00024249","II",542303,543112,810,"+","WormBase","gene",NA,NA,"1","CBG00944","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007969"
"669","WBGene00024250","II",534037,536581,2545,"+","WormBase","gene",NA,NA,"1","CBG00945","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011603"
"670","WBGene00024251","II",526353,532663,6311,"+","WormBase","gene",NA,NA,"1","CBG00946","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003307"
"671","WBGene00024253","II",505683,523761,18079,"+","WormBase","gene",NA,NA,"1","Cbr-exc-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005412"
"672","WBGene00024255","II",477418,480875,3458,"+","WormBase","gene",NA,NA,"1","Cbr-zfp-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010624"
"673","WBGene00024256","II",472818,477293,4476,"+","WormBase","gene",NA,NA,"1","CBG00952","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005403"
"674","WBGene00024257","II",466772,469724,2953,"+","WormBase","gene",NA,NA,"1","CBG00953","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000638"
"675","WBGene00024258","II",460549,466545,5997,"+","WormBase","gene",NA,NA,"1","Cbr-ugt-58","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005325"
"676","WBGene00024259","II",453541,456924,3384,"+","WormBase","gene",NA,NA,"1","CBG00955","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0020728"
"677","WBGene00024260","II",452333,453266,934,"+","WormBase","gene",NA,NA,"1","Cbr-mrpl-53","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003600"
"678","WBGene00024261","II",450209,452227,2019,"+","WormBase","gene",NA,NA,"1","CBG00957","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005354"
"679","WBGene00024262","II",447283,450087,2805,"+","WormBase","gene",NA,NA,"1","CBG00958","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010602"
"680","WBGene00024263","II",442699,447185,4487,"+","WormBase","gene",NA,NA,"1","Cbr-parp-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010601"
"681","WBGene00024264","II",440017,442563,2547,"+","WormBase","gene",NA,NA,"1","CBG00960","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005342"
"682","WBGene00024265","II",438001,439870,1870,"-","WormBase","gene",NA,NA,"1","CBG00961","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003591"
"683","WBGene00024266","II",435647,437966,2320,"-","WormBase","gene",NA,NA,"1","Cbr-eral-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003589"
"684","WBGene00024267","II",423980,426164,2185,"+","WormBase","gene",NA,NA,"1","CBG00964","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003622"
"685","WBGene00024268","II",414527,423534,9008,"-","WormBase","gene",NA,NA,"1","Cbr-dnj-20","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010284"
"686","WBGene00024269","II",410778,413624,2847,"+","WormBase","gene",NA,NA,"1","CBG00967","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0020729"
"687","WBGene00024270","II",408232,410059,1828,"+","WormBase","gene",NA,NA,"1","CBG00968","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0014832"
"688","WBGene00024271","II",406502,407439,938,"+","WormBase","gene",NA,NA,"1","CBG00969","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010113"
"689","WBGene00024272","II",403048,405705,2658,"+","WormBase","gene",NA,NA,"1","CBG00970","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0004256"
"690","WBGene00024273","II",401151,401983,833,"+","WormBase","gene",NA,NA,"1","CBG00971","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010340"
"691","WBGene00024274","II",397380,400494,3115,"-","WormBase","gene",NA,NA,"1","Cbr-ufd-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010115"
"692","WBGene00024275","II",391027,397299,6273,"-","WormBase","gene",NA,NA,"1","Cbr-flad-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0012364"
"693","WBGene00024276","II",386126,388281,2156,"-","WormBase","gene",NA,NA,"1","CBG00975","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010114"
"694","WBGene00024277","II",383382,384682,1301,"+","WormBase","gene",NA,NA,"1","CBG00976","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001521"
"695","WBGene00024278","II",381461,383205,1745,"+","WormBase","gene",NA,NA,"1","CBG00977","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001521"
"696","WBGene00024279","II",374785,379002,4218,"+","WormBase","gene",NA,NA,"1","CBG00978","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000691"
"697","WBGene00024280","II",364316,373087,8772,"+","WormBase","gene",NA,NA,"1","Cbr-plx-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007521"
"698","WBGene00024281","II",344132,348181,4050,"+","WormBase","gene",NA,NA,"1","CBG00980","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011450"
"699","WBGene00024282","II",337445,341392,3948,"-","WormBase","gene",NA,NA,"1","Cbr-smg-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007520"
"700","WBGene00024283","II",320056,322389,2334,"-","WormBase","gene",NA,NA,"1","Cbr-dmsr-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007519"
"701","WBGene00024284","II",309244,315845,6602,"+","WormBase","gene",NA,NA,"1","CBG00983","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007517"
"702","WBGene00024285","II",301520,303528,2009,"+","WormBase","gene",NA,NA,"1","Cbr-usp-14","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0012553"
"703","WBGene00024286","II",298709,300463,1755,"-","WormBase","gene",NA,NA,"1","Cbr-vnut-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007516"
"704","WBGene00024287","II",297067,298731,1665,"+","WormBase","gene",NA,NA,"1","Cbr-cysl-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005797"
"705","WBGene00024288","II",291129,292012,884,"+","WormBase","gene",NA,NA,"1","CBG00988","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0013440"
"706","WBGene00024289","II",281068,284274,3207,"-","WormBase","gene",NA,NA,"1","Cbr-aakg-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010112"
"707","WBGene00024291","II",278149,278880,732,"+","WormBase","gene",NA,NA,"1","CBG00991","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000876"
"708","WBGene00024292","II",270491,271422,932,"-","WormBase","gene",NA,NA,"1","CBG00992","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0013597"
"709","WBGene00024293","II",259595,261248,1654,"-","WormBase","gene",NA,NA,"1","CBG00994","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0012365"
"710","WBGene00024294","II",255797,259581,3785,"+","WormBase","gene",NA,NA,"1","Cbr-algn-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010120"
"711","WBGene00024295","II",251128,255697,4570,"+","WormBase","gene",NA,NA,"1","Cbr-vgln-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010119"
"712","WBGene00024296","II",242175,243781,1607,"-","WormBase","gene",NA,NA,"1","CBG00997","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000660"
"713","WBGene00024297","II",238164,241074,2911,"+","WormBase","gene",NA,NA,"1","Cbr-unc-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010117"
"714","WBGene00024298","II",225066,234930,9865,"+","WormBase","gene",NA,NA,"1","CBG00999","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000655"
"715","WBGene00024299","II",220296,221882,1587,"+","WormBase","gene",NA,NA,"1","Cbr-pho-11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000660"
"716","WBGene00024300","II",210626,217532,6907,"-","WormBase","gene",NA,NA,"1","CBG01003","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000110"
"717","WBGene00024301","II",209793,210625,833,"+","WormBase","gene",NA,NA,"1","Cbr-psf-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010116"
"718","WBGene00024302","II",208229,209047,819,"-","WormBase","gene",NA,NA,"1","CBG01005","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005442"
"719","WBGene00024303","II",203548,208002,4455,"-","WormBase","gene",NA,NA,"1","Cbr-dtmk-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003618"
"720","WBGene00024304","II",194869,203547,8679,"+","WormBase","gene",NA,NA,"1","Cbr-egl-43","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005431"
"721","WBGene00024305","II",184665,186163,1499,"+","WormBase","gene",NA,NA,"1","Cbr-arrd-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0012366"
"722","WBGene00024306","II",181909,183051,1143,"+","WormBase","gene",NA,NA,"1","CBG01011","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0015455"
"723","WBGene00024307","II",179711,181401,1691,"+","WormBase","gene",NA,NA,"1","Cbr-arrd-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002007"
"724","WBGene00024308","II",175420,177404,1985,"-","WormBase","gene",NA,NA,"1","CBG01013","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000861"
"725","WBGene00024309","II",173344,175299,1956,"+","WormBase","gene",NA,NA,"1","CBG01014","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000861"
"726","WBGene00024310","II",172778,173234,457,"-","WormBase","gene",NA,NA,"1","CBG01015","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000698"
"727","WBGene00024311","II",170931,172392,1462,"-","WormBase","gene",NA,NA,"1","Cbr-arrd-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002008"
"728","WBGene00024312","II",166623,168732,2110,"+","WormBase","gene",NA,NA,"1","CBG01018","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003064"
"729","WBGene00024313","II",160086,161661,1576,"-","WormBase","gene",NA,NA,"1","Cbr-arrd-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001582"
"730","WBGene00024314","II",157834,158418,585,"-","WormBase","gene",NA,NA,"1","CBG01021","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002016"
"731","WBGene00024315","II",155123,156500,1378,"-","WormBase","gene",NA,NA,"1","Cbr-arrd-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0020730"
"732","WBGene00024316","II",149987,152567,2581,"-","WormBase","gene",NA,NA,"1","Cbr-arrd-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0012367"
"733","WBGene00024317","II",148316,150513,2198,"+","WormBase","gene",NA,NA,"1","CBG01024","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010121"
"734","WBGene00024318","II",146932,148164,1233,"+","WormBase","gene",NA,NA,"1","CBG01025","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002255"
"735","WBGene00024319","II",143257,144760,1504,"-","WormBase","gene",NA,NA,"1","Cbr-eyg-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010122"
"736","WBGene00024320","II",140688,142509,1822,"+","WormBase","gene",NA,NA,"1","Cbr-cyp-13A6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000089"
"737","WBGene00024321","II",138566,140391,1826,"+","WormBase","gene",NA,NA,"1","Cbr-cyp-13A8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000089"
"738","WBGene00024322","II",135204,137157,1954,"-","WormBase","gene",NA,NA,"1","CBG01029","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000089"
"739","WBGene00024324","II",132642,134795,2154,"-","WormBase","gene",NA,NA,"1","CBG01031","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000338"
"740","WBGene00024325","II",126759,127816,1058,"-","WormBase","gene",NA,NA,"1","CBG01032","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010123"
"741","WBGene00024326","II",123551,125984,2434,"+","WormBase","gene",NA,NA,"1","Cbr-cyp-13A2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000089"
"742","WBGene00024327","II",119770,122111,2342,"+","WormBase","gene",NA,NA,"1","CBG01034","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000089"
"743","WBGene00024328","II",116570,119062,2493,"+","WormBase","gene",NA,NA,"1","CBG01035","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0012368"
