"","gene_id","seqnames","start","end","width","strand","source","type","score","phase","gene_version","gene_source","gene_biotype","transcript_id","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","gene_name","Orthogroup"
"7927","FL83_08015","scaffold_34",470807,472201,1395,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022252"
"7928","FL83_08016","scaffold_34",472188,472953,766,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008738"
"7929","FL83_08017","scaffold_34",473773,474552,780,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002193"
"7930","FL83_08018","scaffold_34",481583,482910,1328,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002193"
"7931","FL83_08019","scaffold_34",499301,503374,4074,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008737"
"7932","FL83_08020","scaffold_34",530396,532795,2400,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008736"
"7933","FL83_08021","scaffold_34",541475,545511,4037,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008735"
"7934","FL83_08022","scaffold_34",546435,551808,5374,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004541"
"7935","FL83_08023","scaffold_40",842,3825,2984,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017577"
"7936","FL83_08024","scaffold_40",7550,8693,1144,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013760"
"7937","FL83_08025","scaffold_40",9382,12032,2651,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022360"
"7938","FL83_08026","scaffold_40",12668,15328,2661,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005067"
"7939","FL83_08027","scaffold_40",15786,18747,2962,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005067"
"7940","FL83_08029","scaffold_40",27880,29197,1318,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013760"
"7941","FL83_08030","scaffold_40",29556,30535,980,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013761"
"7942","FL83_08031","scaffold_40",30892,31908,1017,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013760"
"7943","FL83_08032","scaffold_40",33155,33988,834,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019129"
"7944","FL83_08033","scaffold_40",35046,35641,596,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019129"
"7945","FL83_08034","scaffold_40",36164,36514,351,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001775"
"7946","FL83_08035","scaffold_40",38962,40281,1320,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001710"
"7947","FL83_08036","scaffold_40",42289,44210,1922,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017578"
"7948","FL83_08037","scaffold_40",44908,46224,1317,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022361"
"7949","FL83_08038","scaffold_40",45065,48573,3509,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"7950","FL83_08039","scaffold_40",47193,49194,2002,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010450"
"7951","FL83_08040","scaffold_40",49481,49922,442,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"7952","FL83_08041","scaffold_40",52203,52432,230,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0018950"
"7953","FL83_08042","scaffold_40",53556,56086,2531,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010450"
"7954","FL83_08043","scaffold_40",54716,59302,4587,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017578"
"7955","FL83_08044","scaffold_40",59719,60372,654,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000079"
"7956","FL83_08045","scaffold_40",64633,65156,524,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022362"
"7957","FL83_08046","scaffold_40",69057,71120,2064,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001796"
"7958","FL83_08047","scaffold_40",74278,76120,1843,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001262"
"7959","FL83_08048","scaffold_40",74382,76596,2215,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"7960","FL83_08049","scaffold_40",76896,77648,753,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019130"
"7961","FL83_08050","scaffold_40",80405,81142,738,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019130"
"7962","FL83_08051","scaffold_40",81413,83389,1977,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001796"
"7963","FL83_08052","scaffold_40",84893,87587,2695,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001796"
"7964","FL83_08053","scaffold_40",87955,88953,999,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015087"
"7965","FL83_08054","scaffold_40",92000,93561,1562,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017507"
"7966","FL83_08055","scaffold_40",97804,103683,5880,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012669"
"7967","FL83_08056","scaffold_40",108313,110858,2546,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017507"
"7968","FL83_08057","scaffold_40",115350,115808,459,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002719"
"7969","FL83_08058","scaffold_40",122583,124212,1630,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0016493"
"7970","FL83_08059","scaffold_40",122640,123671,1032,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"7971","FL83_08060","scaffold_40",126577,128630,2054,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022363"
"7972","FL83_08061","scaffold_40",131429,132891,1463,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022364"
"7973","FL83_08062","scaffold_40",133982,136659,2678,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"7974","FL83_08063","scaffold_40",148540,150437,1898,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012600"
"7975","FL83_08064","scaffold_40",150082,150324,243,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"7976","FL83_08065","scaffold_40",150698,153411,2714,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022365"
"7977","FL83_08066","scaffold_40",173602,180592,6991,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022366"
"7978","FL83_08067","scaffold_40",198592,201457,2866,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010457"
"7979","FL83_08068","scaffold_40",201494,202926,1433,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"7980","FL83_08069","scaffold_40",202860,207116,4257,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003199"
"7981","FL83_08070","scaffold_40",207606,213684,6079,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003199"
"7982","FL83_08071","scaffold_40",212221,214349,2129,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008200"
"7983","FL83_08072","scaffold_40",215183,222559,7377,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004418"
"7984","FL83_08073","scaffold_40",252855,253663,809,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000318"
"7985","FL83_08074","scaffold_40",274031,275499,1469,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002474"
"7986","FL83_08075","scaffold_40",278983,279840,858,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003496"
"7987","FL83_08076","scaffold_40",281927,287717,5791,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011700"
"7988","FL83_08077","scaffold_40",289540,292184,2645,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008199"
"7989","FL83_08078","scaffold_40",292527,295846,3320,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"7990","FL83_08079","scaffold_40",292699,299235,6537,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004417"
"7991","FL83_08080","scaffold_40",299371,305497,6127,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004416"
"7992","FL83_08081","scaffold_40",306604,308053,1450,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"7993","FL83_08082","scaffold_40",312185,314604,2420,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011698"
"7994","FL83_08083","scaffold_40",320918,326970,6053,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011698"
"7995","FL83_08084","scaffold_40",328368,330906,2539,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019131"
"7996","FL83_08085","scaffold_40",347871,354392,6522,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017498"
"7997","FL83_08086","scaffold_40",359669,363946,4278,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019132"
"7998","FL83_08087","scaffold_40",365189,368335,3147,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000634"
"7999","FL83_08088","scaffold_40",368809,370423,1615,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000634"
"8000","FL83_08090","scaffold_40",390971,395956,4986,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000634"
"8001","FL83_08091","scaffold_40",399660,403490,3831,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019132"
"8002","FL83_08092","scaffold_40",405892,417270,11379,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022367"
"8003","FL83_08093","scaffold_40",417913,418541,629,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000109"
"8004","FL83_08094","scaffold_40",422217,422816,600,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019133"
"8005","FL83_08095","scaffold_40",423579,424218,640,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000109"
"8006","FL83_08096","scaffold_40",424625,426603,1979,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000634"
"8007","FL83_08097","scaffold_40",431007,433596,2590,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000400"
"8008","FL83_08099","scaffold_40",439314,445205,5892,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008198"
"8009","FL83_08100","scaffold_40",445143,453855,8713,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000400"
"8010","FL83_08101","scaffold_40",454318,456439,2122,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000400"
"8011","FL83_08102","scaffold_40",456198,456967,770,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000400"
"8012","FL83_08103","scaffold_40",465869,469779,3911,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005041"
"8013","FL83_08104","scaffold_40",482035,483627,1593,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000400"
"8014","FL83_08105","scaffold_40",485350,486476,1127,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000400"
"8015","FL83_08106","scaffold_40",486504,489139,2636,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000400"
"8016","FL83_08107","scaffold_40",489591,491968,2378,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022368"
"8017","FL83_08108","scaffold_40",494613,494810,198,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"8018","FL83_08109","scaffold_40",495874,496529,656,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005041"
"8019","FL83_08110","scaffold_40",497786,500578,2793,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022368"
"8020","FL83_08111","scaffold_40",503606,509567,5962,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"8021","FL83_08112","scaffold_40",509451,512811,3361,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001934"
"8022","FL83_08113","scaffold_40",510149,511910,1762,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"8023","FL83_08114","scaffold_40",512573,514580,2008,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"8024","FL83_08115","scaffold_40",517577,529305,11729,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"8025","FL83_08116","scaffold_40",523854,527926,4073,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022369"
"8026","FL83_08117","scaffold_40",528352,535787,7436,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"8027","FL83_08118","scaffold_40",550613,552240,1628,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022369"
"8028","FL83_08119","scaffold_35",131,3814,3684,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000475"
"8029","FL83_08120","scaffold_35",3879,4466,588,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000475"
"8030","FL83_08121","scaffold_35",5820,7803,1984,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004117"
"8031","FL83_08122","scaffold_35",9556,12598,3043,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007140"
"8032","FL83_08123","scaffold_35",14350,15931,1582,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003965"
"8033","FL83_08124","scaffold_35",16461,18494,2034,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002250"
"8034","FL83_08125","scaffold_35",22646,35152,12507,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004115"
"8035","FL83_08126","scaffold_35",36169,38147,1979,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015996"
"8036","FL83_08127","scaffold_35",38163,40671,2509,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013980"
"8037","FL83_08128","scaffold_35",40552,44882,4331,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007121"
"8038","FL83_08129","scaffold_35",43282,44110,829,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019099"
"8039","FL83_08130","scaffold_35",45202,46131,930,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004112"
"8040","FL83_08131","scaffold_35",46933,48376,1444,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003035"
"8041","FL83_08132","scaffold_35",48474,55704,7231,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001691"
"8042","FL83_08133","scaffold_35",55993,63190,7198,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013021"
"8043","FL83_08134","scaffold_35",65028,66984,1957,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007099"
"8044","FL83_08135","scaffold_35",67466,68980,1515,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007093"
"8045","FL83_08136","scaffold_35",70896,74395,3500,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004106"
"8046","FL83_08137","scaffold_35",74647,76916,2270,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011274"
"8047","FL83_08138","scaffold_35",79044,83302,4259,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004102"
"8048","FL83_08139","scaffold_35",84250,87247,2998,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004101"
"8049","FL83_08140","scaffold_35",87774,90671,2898,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001904"
"8050","FL83_08141","scaffold_35",91006,93289,2284,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001213"
"8051","FL83_08142","scaffold_35",93682,94131,450,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007072"
"8052","FL83_08143","scaffold_35",94348,109693,15346,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004097"
"8053","FL83_08144","scaffold_35",111086,111966,881,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005123"
"8054","FL83_08145","scaffold_35",112833,115009,2177,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011300"
"8055","FL83_08146","scaffold_35",115195,115441,247,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022263"
"8056","FL83_08147","scaffold_35",115603,116401,799,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007181"
"8057","FL83_08148","scaffold_35",117873,121692,3820,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"inx","OG0004129"
"8058","FL83_08149","scaffold_35",122124,123555,1432,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007194"
"8059","FL83_08150","scaffold_35",123986,125272,1287,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007195"
"8060","FL83_08151","scaffold_35",129081,132994,3914,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004136"
"8061","FL83_08152","scaffold_35",129407,129702,296,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007196"
"8062","FL83_08153","scaffold_35",133475,134322,848,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007200"
"8063","FL83_08154","scaffold_35",136205,139985,3781,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002141"
"8064","FL83_08155","scaffold_35",143055,144459,1405,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007208"
"8065","FL83_08156","scaffold_35",144678,147334,2657,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011315"
"8066","FL83_08157","scaffold_35",147783,148468,686,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011318"
"8067","FL83_08158","scaffold_35",148707,151696,2990,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007214"
"8068","FL83_08159","scaffold_35",151908,156831,4924,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007218"
"8069","FL83_08160","scaffold_35",157125,158784,1660,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007224"
"8070","FL83_08161","scaffold_35",161130,164580,3451,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007227"
"8071","FL83_08162","scaffold_35",164698,166647,1950,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001343"
"8072","FL83_08163","scaffold_35",166556,167980,1425,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001343"
"8073","FL83_08164","scaffold_35",166698,167967,1270,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"8074","FL83_08165","scaffold_35",171629,174383,2755,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007244"
"8075","FL83_08166","scaffold_35",173990,178925,4936,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000910"
"8076","FL83_08167","scaffold_35",179298,181833,2536,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007250"
"8077","FL83_08168","scaffold_35",182656,183838,1183,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007255"
"8078","FL83_08169","scaffold_35",186536,189206,2671,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011329"
"8079","FL83_08170","scaffold_35",189974,191683,1710,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000418"
"8080","FL83_08171","scaffold_35",192152,196094,3943,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007267"
"8081","FL83_08172","scaffold_35",198466,201841,3376,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007274"
"8082","FL83_08173","scaffold_35",202180,205628,3449,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"inx","OG0007277"
"8083","FL83_08174","scaffold_35",202512,202820,309,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"8084","FL83_08175","scaffold_35",207076,208614,1539,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"inx","OG0003062"
"8085","FL83_08176","scaffold_35",211548,214789,3242,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004150"
"8086","FL83_08177","scaffold_35",215325,217108,1784,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007282"
"8087","FL83_08178","scaffold_35",217674,219554,1881,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007285"
