"","gene_id","seqnames","start","end","width","strand","source","type","score","phase","gene_version","gene_source","gene_biotype","transcript_id","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","gene_name","Orthogroup"
"1311","Csp11.Scaffold469.g1620","Scaffold469",11697,13357,1661,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011207"
"1312","Csp11.Scaffold469.g1621","Scaffold469",13552,14124,573,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0006893"
"1313","Csp11.Scaffold469.g1622","Scaffold469",15130,15885,756,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0006892"
"1314","Csp11.Scaffold469.g1623","Scaffold469",16734,19425,2692,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0006891"
"1315","Csp11.Scaffold469.g1624","Scaffold469",21661,22070,410,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1316","Csp11.Scaffold469.g1625","Scaffold469",23188,23481,294,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1317","Csp11.Scaffold469.g1626","Scaffold469",27889,33437,5549,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0018888"
"1318","Csp11.Scaffold469.g1627","Scaffold469",34168,53573,19406,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004063"
"1319","Csp11.Scaffold47.g278","Scaffold47",70,913,844,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001763"
"1320","Csp11.Scaffold470.g1628","Scaffold470",986,4543,3558,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009474"
"1321","Csp11.Scaffold470.g1629","Scaffold470",6402,6893,492,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1322","Csp11.Scaffold470.g1630","Scaffold470",8596,8838,243,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1323","Csp11.Scaffold470.g1631","Scaffold470",10045,12649,2605,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009473"
"1324","Csp11.Scaffold470.g1632","Scaffold470",14701,17865,3165,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002381"
"1325","Csp11.Scaffold470.g1633","Scaffold470",18793,21294,2502,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004755"
"1326","Csp11.Scaffold470.g1634","Scaffold470",21926,25587,3662,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009471"
"1327","Csp11.Scaffold470.g1635","Scaffold470",36598,41706,5109,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0016078"
"1328","Csp11.Scaffold470.g1636","Scaffold470",41460,41687,228,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1329","Csp11.Scaffold470.g1637","Scaffold470",43854,44066,213,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1330","Csp11.Scaffold470.g1638","Scaffold470",44776,48454,3679,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009470"
"1331","Csp11.Scaffold470.g1639","Scaffold470",50118,51171,1054,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012144"
"1332","Csp11.Scaffold470.g1640","Scaffold470",51860,52662,803,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010436"
"1333","Csp11.Scaffold470.g1641","Scaffold470",53030,53724,695,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1334","Csp11.Scaffold470.g1642","Scaffold470",53982,57534,3553,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009469"
"1335","Csp11.Scaffold471.g1643","Scaffold471",1,757,757,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015185"
"1336","Csp11.Scaffold471.g1644","Scaffold471",1175,1508,334,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0016019"
"1337","Csp11.Scaffold471.g1645","Scaffold471",2609,3346,738,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015027"
"1338","Csp11.Scaffold471.g1646","Scaffold471",3447,4815,1369,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1339","Csp11.Scaffold471.g1647","Scaffold471",6229,9303,3075,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002164"
"1340","Csp11.Scaffold471.g1648","Scaffold471",10409,10705,297,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1341","Csp11.Scaffold471.g1649","Scaffold471",13347,14724,1378,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1342","Csp11.Scaffold471.g1650","Scaffold471",16992,17803,812,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1343","Csp11.Scaffold471.g1651","Scaffold471",18570,23723,5154,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007716"
"1344","Csp11.Scaffold471.g1652","Scaffold471",25479,28592,3114,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001527"
"1345","Csp11.Scaffold471.g1653","Scaffold471",30231,30736,506,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017378"
"1346","Csp11.Scaffold471.g1654","Scaffold471",32034,32670,637,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014684"
"1347","Csp11.Scaffold471.g1655","Scaffold471",33555,34467,913,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015320"
"1348","Csp11.Scaffold471.g1656","Scaffold471",34827,35207,381,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015320"
"1349","Csp11.Scaffold471.g1657","Scaffold471",39939,44429,4491,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000257"
"1350","Csp11.Scaffold471.g1658","Scaffold471",45481,46359,879,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0016020"
"1351","Csp11.Scaffold472.g1659","Scaffold472",223,714,492,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001281"
"1352","Csp11.Scaffold472.g1660","Scaffold472",963,2053,1091,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000374"
"1353","Csp11.Scaffold472.g1661","Scaffold472",2506,3725,1220,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000817"
"1354","Csp11.Scaffold472.g1662","Scaffold472",4195,5207,1013,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001161"
"1355","Csp11.Scaffold472.g1663","Scaffold472",5601,6565,965,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001161"
"1356","Csp11.Scaffold472.g1664","Scaffold472",6855,7842,988,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001161"
"1357","Csp11.Scaffold472.g1665","Scaffold472",9683,16424,6742,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000489"
"1358","Csp11.Scaffold472.g1666","Scaffold472",16892,17275,384,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1359","Csp11.Scaffold472.g1667","Scaffold472",17911,18573,663,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1360","Csp11.Scaffold472.g1668","Scaffold472",19202,29657,10456,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000489"
"1361","Csp11.Scaffold472.g1669","Scaffold472",31406,32064,659,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012707"
"1362","Csp11.Scaffold472.g1670","Scaffold472",32776,33478,703,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012707"
"1363","Csp11.Scaffold472.g1671","Scaffold472",34261,34800,540,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001161"
"1364","Csp11.Scaffold472.g1672","Scaffold472",35013,35422,410,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001161"
"1365","Csp11.Scaffold473.g1673","Scaffold473",301,3444,3144,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005668"
"1366","Csp11.Scaffold473.g1674","Scaffold473",3812,7564,3753,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003709"
"1367","Csp11.Scaffold473.g1675","Scaffold473",9071,10510,1440,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005669"
"1368","Csp11.Scaffold473.g1676","Scaffold473",10666,12280,1615,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005670"
"1369","Csp11.Scaffold473.g1677","Scaffold473",12560,13364,805,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001853"
"1370","Csp11.Scaffold473.g1678","Scaffold473",15983,17495,1513,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005671"
"1371","Csp11.Scaffold473.g1679","Scaffold473",18531,21182,2652,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005672"
"1372","Csp11.Scaffold473.g1680","Scaffold473",21304,22817,1514,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005673"
"1373","Csp11.Scaffold473.g1681","Scaffold473",23360,24455,1096,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005674"
"1374","Csp11.Scaffold473.g1682","Scaffold473",25023,26967,1945,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005675"
"1375","Csp11.Scaffold473.g1683","Scaffold473",27334,28641,1308,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005676"
"1376","Csp11.Scaffold473.g1684","Scaffold473",28885,30491,1607,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005677"
"1377","Csp11.Scaffold473.g1685","Scaffold473",30630,30990,361,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002851"
"1378","Csp11.Scaffold473.g1686","Scaffold473",33114,33942,829,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002851"
"1379","Csp11.Scaffold473.g1687","Scaffold473",34516,36604,2089,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"MED8","OG0005678"
"1380","Csp11.Scaffold473.g1688","Scaffold473",36868,39719,2852,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005679"
"1381","Csp11.Scaffold474.g1689","Scaffold474",311,1265,955,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000099"
"1382","Csp11.Scaffold475.g1690","Scaffold475",1804,1864,61,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017941"
"1383","Csp11.Scaffold475.g1691","Scaffold475",3032,5081,2050,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000348"
"1384","Csp11.Scaffold475.g1692","Scaffold475",6686,7315,630,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010315"
"1385","Csp11.Scaffold475.g1693","Scaffold475",7525,12185,4661,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010316"
"1386","Csp11.Scaffold475.g1694","Scaffold475",12655,14531,1877,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012447"
"1387","Csp11.Scaffold475.g1695","Scaffold475",14789,18357,3569,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012448"
"1388","Csp11.Scaffold475.g1696","Scaffold475",18871,19657,787,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014799"
"1389","Csp11.Scaffold475.g1697","Scaffold475",19718,20282,565,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012449"
"1390","Csp11.Scaffold475.g1698","Scaffold475",21178,23224,2047,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001131"
"1391","Csp11.Scaffold475.g1699","Scaffold475",23979,25730,1752,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010321"
"1392","Csp11.Scaffold475.g1700","Scaffold475",26585,29547,2963,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003441"
"1393","Csp11.Scaffold475.g1701","Scaffold475",30047,30859,813,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003441"
"1394","Csp11.Scaffold475.g1702","Scaffold475",31382,34883,3502,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012456"
"1395","Csp11.Scaffold475.g1703","Scaffold475",39262,40788,1527,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010320"
"1396","Csp11.Scaffold475.g1704","Scaffold475",41520,42352,833,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012455"
"1397","Csp11.Scaffold475.g1705","Scaffold475",46735,47597,863,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1398","Csp11.Scaffold475.g1706","Scaffold475",48251,51704,3454,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012454"
"1399","Csp11.Scaffold475.g1707","Scaffold475",53307,53614,308,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012453"
"1400","Csp11.Scaffold475.g1708","Scaffold475",55322,58299,2978,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013482"
"1401","Csp11.Scaffold475.g1709","Scaffold475",59629,59954,326,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000763"
"1402","Csp11.Scaffold475.g1710","Scaffold475",60511,62104,1594,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012827"
"1403","Csp11.Scaffold475.g1711","Scaffold475",62329,63749,1421,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012827"
"1404","Csp11.Scaffold475.g1712","Scaffold475",64903,66508,1606,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010318"
"1405","Csp11.Scaffold476.g1713","Scaffold476",16282,17891,1610,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007323"
"1406","Csp11.Scaffold476.g1714","Scaffold476",18432,21757,3326,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011356"
"1407","Csp11.Scaffold476.g1715","Scaffold476",22211,22743,533,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011357"
"1408","Csp11.Scaffold476.g1716","Scaffold476",23455,29262,5808,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007324"
"1409","Csp11.Scaffold476.g1717","Scaffold476",29658,32561,2904,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004036"
"1410","Csp11.Scaffold476.g1718","Scaffold476",32694,33748,1055,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001695"
"1411","Csp11.Scaffold476.g1719","Scaffold476",34112,38143,4032,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002191"
"1412","Csp11.Scaffold476.g1720","Scaffold476",38543,40536,1994,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000203"
"1413","Csp11.Scaffold476.g1721","Scaffold476",41349,42517,1169,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009970"
"1414","Csp11.Scaffold476.g1722","Scaffold476",46323,47646,1324,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1415","Csp11.Scaffold476.g1723","Scaffold476",50516,51672,1157,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009968"
"1416","Csp11.Scaffold476.g1724","Scaffold476",51767,55884,4118,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003401"
"1417","Csp11.Scaffold476.g1725","Scaffold476",56520,58101,1582,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017935"
"1418","Csp11.Scaffold476.g1726","Scaffold476",58374,60365,1992,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017935"
"1419","Csp11.Scaffold476.g1727","Scaffold476",61402,64343,2942,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000250"
"1420","Csp11.Scaffold476.g1728","Scaffold476",67619,68370,752,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000397"
"1421","Csp11.Scaffold477.g1729","Scaffold477",5264,6645,1382,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009797"
"1422","Csp11.Scaffold477.g1730","Scaffold477",8344,10492,2149,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009798"
"1423","Csp11.Scaffold477.g1731","Scaffold477",11178,15848,4671,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011989"
"1424","Csp11.Scaffold477.g1732","Scaffold477",17970,19872,1903,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012264"
"1425","Csp11.Scaffold477.g1733","Scaffold477",21020,22507,1488,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012265"
"1426","Csp11.Scaffold477.g1734","Scaffold477",22788,26057,3270,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009799"
"1427","Csp11.Scaffold477.g1735","Scaffold477",26779,27372,594,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009800"
"1428","Csp11.Scaffold477.g1736","Scaffold477",27516,29095,1580,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004835"
"1429","Csp11.Scaffold477.g1737","Scaffold477",29241,30337,1097,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009801"
"1430","Csp11.Scaffold477.g1738","Scaffold477",32107,32346,240,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1431","Csp11.Scaffold477.g1739","Scaffold477",33739,34940,1202,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001760"
"1432","Csp11.Scaffold477.g1740","Scaffold477",35780,40583,4804,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009802"
"1433","Csp11.Scaffold477.g1741","Scaffold477",44128,44484,357,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1434","Csp11.Scaffold477.g1742","Scaffold477",49788,50798,1011,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012266"
"1435","Csp11.Scaffold477.g1743","Scaffold477",53759,54820,1062,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014773"
"1436","Csp11.Scaffold477.g1744","Scaffold477",55256,57168,1913,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009803"
"1437","Csp11.Scaffold477.g1745","Scaffold477",58232,59010,779,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0024253"
"1438","Csp11.Scaffold477.g1746","Scaffold477",59104,59828,725,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0024253"
"1439","Csp11.Scaffold477.g1747","Scaffold477",59187,59483,297,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1440","Csp11.Scaffold477.g1748","Scaffold477",60444,61594,1151,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001761"
"1441","Csp11.Scaffold478.g1749","Scaffold478",534,2128,1595,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002915"
"1442","Csp11.Scaffold478.g1750","Scaffold478",3074,4260,1187,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1443","Csp11.Scaffold478.g1751","Scaffold478",4786,8096,3311,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0006118"
"1444","Csp11.Scaffold478.g1752","Scaffold478",8867,10420,1554,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003864"
"1445","Csp11.Scaffold478.g1753","Scaffold478",10744,11620,877,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003864"
"1446","Csp11.Scaffold478.g1754","Scaffold478",12097,14040,1944,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003863"
"1447","Csp11.Scaffold478.g1755","Scaffold478",14533,15024,492,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003642"
"1448","Csp11.Scaffold478.g1756","Scaffold478",15307,19289,3983,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003861"
"1449","Csp11.Scaffold478.g1757","Scaffold478",19532,20743,1212,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003861"
"1450","Csp11.Scaffold478.g1758","Scaffold478",21130,21524,395,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010925"
"1451","Csp11.Scaffold478.g1759","Scaffold478",21992,22576,585,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0006117"
"1452","Csp11.Scaffold478.g1760","Scaffold478",23194,24323,1130,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002943"
"1453","Csp11.Scaffold478.g1761","Scaffold478",25167,28505,3339,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013894"
"1454","Csp11.Scaffold478.g1762","Scaffold478",34623,39596,4974,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0006115"
"1455","Csp11.Scaffold478.g1763","Scaffold478",41854,42576,723,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001368"
"1456","Csp11.Scaffold478.g1764","Scaffold478",43208,43465,258,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
