,seq_id,seqnames,type,start,end,width,strand,gene_id,gene_biotype,Orthogroup
1110,elegans_III,III,gene,8447353,8449346,1994,+,WBGene00004460,protein_coding,OG0005169
1111,elegans_IV,IV,gene,9316631,9318632,2002,+,WBGene00004463,protein_coding,OG0009961
1112,elegans_I,I,gene,4175319,4177271,1953,+,WBGene00004464,protein_coding,OG0007453
1113,elegans_II,II,gene,11237447,11238919,1473,-,WBGene00004465,protein_coding,OG0007992
1114,elegans_II,II,gene,11653124,11654192,1069,+,WBGene00004468,protein_coding,OG0005664
1115,elegans_III,III,gene,4753007,4754051,1045,-,WBGene00004469,protein_coding,OG0008390
1116,elegans_III,III,gene,4475918,4476876,959,+,WBGene00004470,protein_coding,OG0006726
1117,elegans_IV,IV,gene,7925298,7926391,1094,-,WBGene00004471,protein_coding,OG0009705
1118,elegans_III,III,gene,6206803,6207965,1163,+,WBGene00004472,protein_coding,OG0006141
1119,elegans_IV,IV,gene,7083696,7084682,987,-,WBGene00004473,protein_coding,OG0009406
1120,elegans_I,I,gene,10330879,10331808,930,+,WBGene00004476,protein_coding,OG0010322
1121,elegans_II,II,gene,11125371,11126362,992,-,WBGene00004478,protein_coding,OG0010150
1122,elegans_I,I,gene,4583913,4584505,593,-,WBGene00004479,protein_coding,OG0008694
1123,elegans_IV,IV,gene,11602641,11603280,640,+,WBGene00004480,protein_coding,OG0009366
1124,elegans_III,III,gene,7178991,7179588,598,-,WBGene00004483,protein_coding,OG0008476
1125,elegans_IV,IV,gene,14825679,14826477,799,+,WBGene00004487,protein_coding,OG0008832
1126,elegans_I,I,gene,9625049,9625796,748,-,WBGene00004488,protein_coding,OG0005912
1127,elegans_I,I,gene,14468332,14469103,772,-,WBGene00004489,protein_coding,OG0005872
1128,elegans_III,III,gene,7189178,7189631,454,-,WBGene00004490,protein_coding,OG0008479
1129,elegans_III,III,gene,1950535,1951425,891,+,WBGene00004491,protein_coding,OG0008167
1130,elegans_IV,IV,gene,12390298,12391053,756,-,WBGene00004492,protein_coding,OG0009927
1131,elegans_I,I,gene,14759930,14760626,697,+,WBGene00004495,protein_coding,OG0007831
1132,elegans_V,V,gene,103394,104077,684,-,WBGene00004496,protein_coding,OG0005187
1133,elegans_V,V,gene,7776578,7777225,648,+,WBGene00004499,protein_coding,OG0009289
1134,elegans_V,V,gene,11980534,11982397,1864,-,WBGene00004501,protein_coding,OG0010040
1135,elegans_V,V,gene,6016059,6017669,1611,-,WBGene00004502,protein_coding,OG0007016
1136,elegans_II,II,gene,6702213,6705643,3431,-,WBGene00004507,protein_coding,OG0008397
1137,elegans_II,II,gene,6125559,6127942,2384,+,WBGene00004680,protein_coding,OG0005709
1138,elegans_II,II,gene,6490165,6491340,1176,+,WBGene00004702,protein_coding,OG0005749
1139,elegans_IV,IV,gene,7789847,7791229,1383,-,WBGene00004703,protein_coding,OG0009717
1140,elegans_III,III,gene,11826418,11830974,4557,+,WBGene00004705,protein_coding,OG0008194
1141,elegans_I,I,gene,11177848,11182063,4216,-,WBGene00004706,protein_coding,OG0007801
1142,elegans_X,X,gene,13487552,13500668,13117,-,WBGene00004719,protein_coding,OG0009179
1143,elegans_I,I,gene,6407526,6409212,1687,+,WBGene00004721,protein_coding,OG0010037
1144,elegans_X,X,gene,3646318,3650150,3833,-,WBGene00004727,protein_coding,OG0008986
1145,elegans_III,III,gene,5109701,5130676,20976,+,WBGene00004728,protein_coding,OG0008907
1146,elegans_X,X,gene,3451908,3465927,14020,-,WBGene00004729,protein_coding,OG0009312
1147,elegans_III,III,gene,10811906,10816850,4945,-,WBGene00004736,protein_coding,OG0006256
1148,elegans_V,V,gene,12763945,12767933,3989,+,WBGene00004738,protein_coding,OG0007225
1149,elegans_V,V,gene,6633225,6639665,6441,+,WBGene00004740,protein_coding,OG0009201
1150,elegans_I,I,gene,1862607,1872306,9700,-,WBGene00004743,protein_coding,OG0008717
1151,elegans_II,II,gene,9173166,9177152,3987,-,WBGene00004752,protein_coding,OG0007973
1152,elegans_IV,IV,gene,12355600,12360792,5193,-,WBGene00004756,protein_coding,OG0009923
1153,elegans_III,III,gene,4596059,4612384,16326,-,WBGene00004760,protein_coding,OG0006115
1154,elegans_III,III,gene,4571764,4578437,6674,-,WBGene00004762,protein_coding,OG0006118
1155,elegans_X,X,gene,14332738,14340481,7744,-,WBGene00004764,protein_coding,OG0007707
1156,elegans_V,V,gene,8301490,8302580,1091,-,WBGene00004766,protein_coding,OG0006803
1157,elegans_X,X,gene,15286533,15302963,16431,-,WBGene00004777,protein_coding,OG0008322
1158,elegans_I,I,gene,6820517,6823093,2577,-,WBGene00004778,protein_coding,OG0006777
1159,elegans_X,X,gene,2673572,2682384,8813,+,WBGene00004780,protein_coding,OG0006431
1160,elegans_III,III,gene,3086671,3091737,5067,+,WBGene00004787,protein_coding,OG0006640
1161,elegans_V,V,gene,11645481,11650090,4610,+,WBGene00004806,protein_coding,OG0009814
1162,elegans_V,V,gene,18492261,18508212,15952,+,WBGene00004830,protein_coding,OG0005523
1163,elegans_X,X,gene,11394605,11405931,11327,-,WBGene00004831,protein_coding,OG0006478
1164,elegans_III,III,gene,8749680,8757089,7410,+,WBGene00004856,protein_coding,OG0006277
1165,elegans_III,III,gene,6860974,6863968,2995,-,WBGene00004857,protein_coding,OG0008857
1166,elegans_III,III,gene,5816232,5820204,3973,+,WBGene00004858,protein_coding,OG0006169
1167,elegans_II,II,gene,6324484,6327355,2872,+,WBGene00004860,protein_coding,OG0005734
1168,elegans_III,III,gene,11290904,11306247,15344,+,WBGene00004873,protein_coding,OG0005180
1169,elegans_IV,IV,gene,2618869,2625503,6635,+,WBGene00004878,protein_coding,OG0007479
1170,elegans_I,I,gene,6900949,6913579,12631,-,WBGene00004879,protein_coding,OG0008416
1171,elegans_I,I,gene,6734028,6736161,2134,-,WBGene00004883,protein_coding,OG0005425
1172,elegans_III,III,gene,1878365,1880866,2502,+,WBGene00004886,protein_coding,OG0008109
1173,elegans_I,I,gene,9511174,9512236,1063,-,WBGene00004887,protein_coding,OG0009112
1174,elegans_I,I,gene,14807466,14815753,8288,+,WBGene00004889,protein_coding,OG0005862
1175,elegans_IV,IV,gene,11482662,11498174,15513,-,WBGene00004892,protein_coding,OG0009322
1176,elegans_III,III,gene,1583155,1601144,17990,-,WBGene00004894,protein_coding,OG0008215
1177,elegans_I,I,gene,12995803,13012859,17057,+,WBGene00004895,protein_coding,OG0007789
1178,elegans_I,I,gene,4980307,4983959,3653,+,WBGene00004900,protein_coding,OG0005234
1179,elegans_II,II,gene,1092006,1097899,5894,+,WBGene00004902,protein_coding,OG0006429
1180,elegans_III,III,gene,1519962,1532827,12866,-,WBGene00004905,protein_coding,OG0008209
1181,elegans_V,V,gene,11305070,11308446,3377,-,WBGene00004910,protein_coding,OG0005133
1182,elegans_X,X,gene,7327601,7329705,2105,+,WBGene00004912,protein_coding,OG0008686
1183,elegans_I,I,gene,13339397,13340224,828,+,WBGene00004915,protein_coding,OG0008234
1184,elegans_II,II,gene,6488830,6489761,932,-,WBGene00004916,protein_coding,OG0005748
1185,elegans_III,III,gene,12429172,12429629,458,-,WBGene00004919,protein_coding,OG0005463
1186,elegans_I,I,gene,2727014,2727545,532,+,WBGene00004920,protein_coding,OG0006937
1187,elegans_II,II,gene,6810963,6816433,5471,+,WBGene00004921,protein_coding,OG0006885
1188,elegans_V,V,gene,1358178,1371014,12837,-,WBGene00004923,protein_coding,OG0006083
1189,elegans_V,V,gene,1393112,1411559,18448,-,WBGene00004925,protein_coding,OG0006081
1190,elegans_III,III,gene,9496884,9500375,3492,-,WBGene00004933,protein_coding,OG0008777
1191,elegans_X,X,gene,7458280,7463736,5457,-,WBGene00004949,protein_coding,OG0008677
1192,elegans_X,X,gene,3117439,3127079,9641,-,WBGene00004951,protein_coding,OG0006375
1193,elegans_I,I,gene,8966985,8970081,3097,-,WBGene00004953,protein_coding,OG0009521
1194,elegans_IV,IV,gene,6762716,6765200,2485,+,WBGene00004954,protein_coding,OG0005812
1195,elegans_III,III,gene,11505488,11508930,3443,+,WBGene00004960,protein_coding,OG0005475
1196,elegans_I,I,gene,11582743,11586069,3327,-,WBGene00004963,protein_coding,OG0008966
1197,elegans_V,V,gene,10384250,10385740,1491,+,WBGene00004964,protein_coding,OG0007080
1198,elegans_I,I,gene,5330578,5332169,1592,-,WBGene00004965,protein_coding,OG0009564
1199,elegans_IV,IV,gene,10389578,10391927,2350,-,WBGene00004972,protein_coding,OG0005186
1200,elegans_V,V,gene,6785451,6787864,2414,+,WBGene00004975,protein_coding,OG0009238
1201,elegans_III,III,gene,3439011,3444210,5200,-,WBGene00004976,protein_coding,OG0009544
1202,elegans_I,I,gene,3467132,3478517,11386,+,WBGene00004978,protein_coding,OG0007121
1203,elegans_IV,IV,gene,8132175,8133558,1384,-,WBGene00004979,protein_coding,OG0009683
1204,elegans_III,III,gene,10355098,10355668,571,-,WBGene00004986,protein_coding,OG0006222
1205,elegans_X,X,gene,8417419,8418524,1106,-,WBGene00004998,protein_coding,OG0009158
1206,elegans_IV,IV,gene,9593712,9594413,702,+,WBGene00005003,protein_coding,OG0009989
1207,elegans_III,III,gene,4903997,4905473,1477,-,WBGene00005011,protein_coding,OG0009188
1208,elegans_III,III,gene,69073,69752,680,-,WBGene00005014,protein_coding,OG0008112
1209,elegans_II,II,gene,23325,24458,1134,+,WBGene00005017,protein_coding,OG0006597
1210,elegans_II,II,gene,2889116,2894395,5280,-,WBGene00005020,protein_coding,OG0008262
1211,elegans_III,III,gene,9778782,9780354,1573,-,WBGene00005021,protein_coding,OG0006757
1212,elegans_II,II,gene,10893223,10895096,1874,-,WBGene00005036,protein_coding,OG0006819
1213,elegans_II,II,gene,10194905,10196835,1931,+,WBGene00005071,protein_coding,OG0005763
1214,elegans_I,I,gene,14322237,14328965,6729,+,WBGene00005078,protein_coding,OG0005883
1215,elegans_V,V,gene,4865664,4870392,4729,+,WBGene00005110,protein_coding,OG0009271
1216,elegans_V,V,gene,10094674,10096402,1729,+,WBGene00005127,protein_coding,OG0009173
1217,elegans_II,II,gene,7460026,7465619,5594,-,WBGene00005641,protein_coding,OG0010208
1218,elegans_V,V,gene,753283,755124,1842,+,WBGene00005642,protein_coding,OG0010053
1219,elegans_V,V,gene,13049730,13053735,4006,-,WBGene00005652,protein_coding,OG0007372
1220,elegans_IV,IV,gene,10003726,10005578,1853,+,WBGene00005663,protein_coding,OG0008024
1221,elegans_X,X,gene,5642856,5647984,5129,-,WBGene00005718,protein_coding,OG0008531
1222,elegans_III,III,gene,9303859,9306696,2838,-,WBGene00005936,protein_coding,OG0008792
1223,elegans_X,X,gene,2823501,2827752,4252,-,WBGene00006055,protein_coding,OG0006439
1224,elegans_II,II,gene,8563709,8566139,2431,-,WBGene00006059,protein_coding,OG0007938
1225,elegans_V,V,gene,8052151,8053730,1580,+,WBGene00006060,protein_coding,OG0010240
1226,elegans_I,I,gene,9486645,9488029,1385,-,WBGene00006061,protein_coding,OG0009107
1227,elegans_I,I,gene,9501266,9505173,3908,+,WBGene00006062,protein_coding,OG0009110
1228,elegans_X,X,gene,5307486,5323387,15902,-,WBGene00006064,protein_coding,OG0008506
1229,elegans_X,X,gene,11619953,11622097,2145,-,WBGene00006065,protein_coding,OG0006461
1230,elegans_II,II,gene,8603846,8606744,2899,+,WBGene00006307,protein_coding,OG0007945
1231,elegans_X,X,gene,3267294,3270906,3613,-,WBGene00006308,protein_coding,OG0006369
1232,elegans_V,V,gene,8157746,8159872,2127,+,WBGene00006309,protein_coding,OG0007349
1233,elegans_X,X,gene,7827085,7834217,7133,-,WBGene00006310,protein_coding,OG0006599
1234,elegans_V,V,gene,13191700,13193538,1839,-,WBGene00006311,protein_coding,OG0007882
1235,elegans_II,II,gene,2684669,2687027,2359,-,WBGene00006318,protein_coding,OG0007835
1236,elegans_I,I,gene,8792964,8797295,4332,+,WBGene00006324,protein_coding,OG0006939
1237,elegans_III,III,gene,4276196,4280224,4029,-,WBGene00006331,protein_coding,OG0005835
1238,elegans_V,V,gene,8786545,8792781,6237,+,WBGene00006342,protein_coding,OG0005823
1239,elegans_X,X,gene,7301389,7305570,4182,-,WBGene00006351,protein_coding,OG0008652
1240,elegans_X,X,gene,16376588,16380058,3471,+,WBGene00006353,protein_coding,OG0009076
1241,elegans_III,III,gene,5702204,5705525,3322,-,WBGene00006359,protein_coding,OG0006174
1242,elegans_X,X,gene,10549106,10555239,6134,-,WBGene00006364,protein_coding,OG0006551
1243,elegans_X,X,gene,2509313,2515324,6012,-,WBGene00006365,protein_coding,OG0006421
1244,elegans_X,X,gene,5773771,5778884,5114,+,WBGene00006368,protein_coding,OG0008541
1245,elegans_X,X,gene,5349098,5352016,2919,+,WBGene00006371,protein_coding,OG0008510
1246,elegans_X,X,gene,13960149,13962830,2682,+,WBGene00006372,protein_coding,OG0007670
1247,elegans_I,I,gene,8663045,8664445,1401,-,WBGene00006377,protein_coding,OG0009535
1248,elegans_II,II,gene,6803324,6804863,1540,+,WBGene00006380,protein_coding,OG0006884
1249,elegans_I,I,gene,7848864,7853640,4777,+,WBGene00006386,protein_coding,OG0005211
1250,elegans_III,III,gene,12670689,12673423,2735,-,WBGene00006389,protein_coding,OG0006028
1251,elegans_III,III,gene,13624276,13626007,1732,+,WBGene00006391,protein_coding,OG0008888
1252,elegans_V,V,gene,4687103,4687899,797,+,WBGene00006392,protein_coding,OG0009269
1253,elegans_IV,IV,gene,11570500,11578699,8200,+,WBGene00006406,protein_coding,OG0009346
1254,elegans_X,X,gene,3731894,3734036,2143,-,WBGene00006408,protein_coding,OG0009030
1255,elegans_IV,IV,gene,8874147,8877022,2876,+,WBGene00006409,protein_coding,OG0005530
1256,elegans_X,X,gene,5609110,5611255,2146,-,WBGene00006411,protein_coding,OG0008528
1257,elegans_II,II,gene,11301359,11302776,1418,+,WBGene00006414,protein_coding,OG0007988
1258,elegans_I,I,gene,6877059,6892143,15085,-,WBGene00006423,protein_coding,OG0008415
1259,elegans_X,X,gene,5862708,5873347,10640,+,WBGene00006424,protein_coding,OG0008550
1260,elegans_X,X,gene,3674041,3678557,4517,-,WBGene00006431,protein_coding,OG0009010
1261,elegans_X,X,gene,14711579,14718787,7209,+,WBGene00006432,protein_coding,OG0008343
1262,elegans_II,II,gene,9350714,9352731,2018,-,WBGene00006433,protein_coding,OG0007956
1263,elegans_II,II,gene,5378195,5379631,1437,+,WBGene00006434,protein_coding,OG0010332
1264,elegans_V,V,gene,11036461,11039429,2969,-,WBGene00006443,protein_coding,OG0007046
1265,elegans_II,II,gene,11384466,11390965,6500,-,WBGene00006444,protein_coding,OG0007979
1266,elegans_I,I,gene,10501585,10505949,4365,+,WBGene00006445,protein_coding,OG0010310
1267,elegans_I,I,gene,10159982,10161883,1902,-,WBGene00006447,protein_coding,OG0010328
1268,elegans_III,III,gene,4153599,4154649,1051,+,WBGene00006448,protein_coding,OG0005981
1269,elegans_IV,IV,gene,11394543,11396724,2182,+,WBGene00006459,protein_coding,OG0009869
1270,elegans_V,V,gene,10532890,10536388,3499,-,WBGene00006460,protein_coding,OG0007062
1271,elegans_X,X,gene,15369974,15377824,7851,-,WBGene00006462,protein_coding,OG0008319
1272,elegans_V,V,gene,14447651,14449593,1943,+,WBGene00006465,protein_coding,OG0005601
1273,elegans_V,V,gene,8792760,8801028,8269,-,WBGene00006467,protein_coding,OG0005822
1274,elegans_X,X,gene,10697834,10711869,14036,-,WBGene00006468,protein_coding,OG0006542
1275,elegans_X,X,gene,8418650,8422055,3406,-,WBGene00006472,protein_coding,OG0009157
1276,elegans_II,II,gene,9591292,9592936,1645,+,WBGene00006473,protein_coding,OG0005342
1277,elegans_X,X,gene,4948049,4955358,7310,+,WBGene00006475,protein_coding,OG0006347
1278,elegans_III,III,gene,4317702,4320337,2636,+,WBGene00006478,protein_coding,OG0006717
1279,elegans_X,X,gene,9150694,9160650,9957,+,WBGene00006479,protein_coding,OG0009007
1280,elegans_IV,IV,gene,8631333,8644019,12687,+,WBGene00006483,protein_coding,OG0008936
1281,elegans_V,V,gene,11463013,11466770,3758,+,WBGene00006486,protein_coding,OG0005130
1282,elegans_IV,IV,gene,17364791,17367394,2604,-,WBGene00006487,protein_coding,OG0005489
1283,elegans_X,X,gene,12624655,12634354,9700,-,WBGene00006493,protein_coding,OG0007699
1284,elegans_X,X,gene,15506037,15507880,1844,-,WBGene00006494,protein_coding,OG0008308
1285,elegans_II,II,gene,4710277,4713690,3414,+,WBGene00006497,protein_coding,OG0007551
1286,elegans_I,I,gene,9063278,9064403,1126,-,WBGene00006503,protein_coding,OG0008432
1287,elegans_IV,IV,gene,7206269,7218002,11734,+,WBGene00006504,protein_coding,OG0008067
1288,elegans_I,I,gene,13724577,13732046,7470,-,WBGene00006505,protein_coding,OG0006162
1289,elegans_I,I,gene,5583407,5607529,24123,-,WBGene00006508,protein_coding,OG0006813
1290,elegans_II,II,gene,9285975,9289132,3158,+,WBGene00006510,protein_coding,OG0007959
1291,elegans_II,II,gene,8997825,8999725,1901,+,WBGene00006514,protein_coding,OG0007597
1292,elegans_III,III,gene,6433239,6436502,3264,+,WBGene00006516,protein_coding,OG0010025
1293,elegans_I,I,gene,7727257,7729092,1836,+,WBGene00006518,protein_coding,OG0005311
1294,elegans_III,III,gene,5081724,5082995,1272,+,WBGene00006519,protein_coding,OG0006107
1295,elegans_I,I,gene,9020945,9025608,4664,+,WBGene00006525,protein_coding,OG0009537
1296,elegans_III,III,gene,9181546,9185888,4343,+,WBGene00006526,protein_coding,OG0008803
1297,elegans_IV,IV,gene,10492869,10501600,8732,-,WBGene00006527,protein_coding,OG0009776
1298,elegans_III,III,gene,9626536,9629154,2619,-,WBGene00006540,protein_coding,OG0008764
1299,elegans_III,III,gene,5130923,5136296,5374,-,WBGene00006543,protein_coding,OG0008908
1300,elegans_IV,IV,gene,179083,183254,4172,+,WBGene00006561,protein_coding,OG0009648
1301,elegans_II,II,gene,8270597,8273615,3019,+,WBGene00006562,protein_coding,OG0007902
1302,elegans_III,III,gene,11312213,11318231,6019,-,WBGene00006563,protein_coding,OG0006695
1303,elegans_IV,IV,gene,11957547,11959804,2258,-,WBGene00006566,protein_coding,OG0009883
1304,elegans_V,V,gene,18998345,19000918,2574,+,WBGene00006567,protein_coding,OG0007419
1305,elegans_IV,IV,gene,10279459,10281582,2124,-,WBGene00006568,protein_coding,OG0009756
1306,elegans_V,V,gene,4726721,4730161,3441,-,WBGene00006570,protein_coding,OG0009267
1307,elegans_IV,IV,gene,7044058,7044602,545,-,WBGene00006572,protein_coding,OG0005516
1308,elegans_III,III,gene,3869590,3901466,31877,-,WBGene00006575,protein_coding,OG0006001
1309,elegans_III,III,gene,9383796,9387704,3909,+,WBGene00006576,protein_coding,OG0008786
1310,elegans_I,I,gene,10536115,10538088,1974,-,WBGene00006578,protein_coding,OG0010308
1311,elegans_V,V,gene,8334660,8340756,6097,+,WBGene00006582,protein_coding,OG0006805
1312,elegans_II,II,gene,10466852,10468358,1507,+,WBGene00006583,protein_coding,OG0006850
1313,elegans_X,X,gene,11375887,11377470,1584,-,WBGene00006584,protein_coding,OG0006481
1314,elegans_V,V,gene,16833638,16835128,1491,-,WBGene00006585,protein_coding,OG0007413
1315,elegans_X,X,gene,8721546,8723550,2005,-,WBGene00006587,protein_coding,OG0009060
1316,elegans_III,III,gene,5275251,5277802,2552,+,WBGene00006590,protein_coding,OG0006155
1317,elegans_III,III,gene,3804772,3809030,4259,-,WBGene00006591,protein_coding,OG0006626
1318,elegans_III,III,gene,7202206,7207664,5459,+,WBGene00006592,protein_coding,OG0009305
1319,elegans_I,I,gene,5546118,5561689,15572,+,WBGene00006594,protein_coding,OG0008690
1320,elegans_I,I,gene,13292506,13297558,5053,+,WBGene00006595,protein_coding,OG0008244
1321,elegans_IV,IV,gene,91980,110819,18840,+,WBGene00006599,protein_coding,OG0009654
1322,elegans_II,II,gene,7549335,7551983,2649,+,WBGene00006600,protein_coding,OG0010197
1323,elegans_II,II,gene,12036835,12039139,2305,-,WBGene00006601,protein_coding,OG0005975
1324,elegans_X,X,gene,17467121,17474534,7414,-,WBGene00006602,protein_coding,OG0008688
1325,elegans_I,I,gene,6554729,6558665,3937,+,WBGene00006607,protein_coding,OG0009523
1326,elegans_X,X,gene,13472155,13475926,3772,+,WBGene00006610,protein_coding,OG0009180
1327,elegans_II,II,gene,52997,55304,2308,-,WBGene00006611,protein_coding,OG0006656
1328,elegans_III,III,gene,13430462,13433438,2977,+,WBGene00006612,protein_coding,OG0006150
1329,elegans_III,III,gene,8535131,8542748,7618,+,WBGene00006614,protein_coding,OG0008149
1330,elegans_I,I,gene,13899085,13914008,14924,+,WBGene00006616,protein_coding,OG0007458
1331,elegans_II,II,gene,11691325,11695657,4333,-,WBGene00006617,protein_coding,OG0007638
1332,elegans_V,V,gene,20858727,20861153,2427,-,WBGene00006622,protein_coding,OG0005553
1333,elegans_X,X,gene,2820448,2822151,1704,+,WBGene00006632,protein_coding,OG0006438
1334,elegans_X,X,gene,9163164,9166443,3280,+,WBGene00006637,protein_coding,OG0009008
1335,elegans_IV,IV,gene,10149166,10150602,1437,-,WBGene00006638,protein_coding,OG0008005
1336,elegans_V,V,gene,19154106,19157718,3613,+,WBGene00006639,protein_coding,OG0007393
1337,elegans_X,X,gene,4866681,4876965,10285,-,WBGene00006640,protein_coding,OG0006340
1338,elegans_I,I,gene,8928750,8931089,2340,+,WBGene00006641,protein_coding,OG0009530
1339,elegans_X,X,gene,3681164,3684234,3071,+,WBGene00006643,protein_coding,OG0009011
1340,elegans_I,I,gene,6616304,6618560,2257,+,WBGene00006645,protein_coding,OG0010298
1341,elegans_X,X,gene,12031592,12034037,2446,-,WBGene00006646,protein_coding,OG0009372
1342,elegans_X,X,gene,8422480,8423733,1254,-,WBGene00006649,protein_coding,OG0009156
1343,elegans_V,V,gene,20053719,20064176,10458,-,WBGene00006652,protein_coding,OG0005535
1344,elegans_X,X,gene,11764456,11769378,4923,-,WBGene00006654,protein_coding,OG0006156
1345,elegans_II,II,gene,8154096,8156945,2850,-,WBGene00006655,protein_coding,OG0009446
1346,elegans_I,I,gene,7269119,7273008,3890,-,WBGene00006656,protein_coding,OG0005267
1347,elegans_II,II,gene,8210584,8212780,2197,-,WBGene00006658,protein_coding,OG0009431
1348,elegans_II,II,gene,11483215,11485300,2086,-,WBGene00006660,protein_coding,OG0005682
1349,elegans_IV,IV,gene,9693174,9697005,3832,+,WBGene00006664,protein_coding,OG0008928
1350,elegans_V,V,gene,7028258,7036575,8318,-,WBGene00006666,protein_coding,OG0009483
1351,elegans_V,V,gene,12320170,12337994,17825,-,WBGene00006668,protein_coding,OG0006985
1352,elegans_V,V,gene,12387039,12395706,8668,-,WBGene00006669,protein_coding,OG0007251
1353,elegans_X,X,gene,3081125,3085401,4277,+,WBGene00006670,protein_coding,OG0006381
1354,elegans_X,X,gene,8988128,8991975,3848,+,WBGene00006672,protein_coding,OG0006113
1355,elegans_X,X,gene,13817500,13823582,6083,-,WBGene00006676,protein_coding,OG0007663
1356,elegans_V,V,gene,12265707,12269322,3616,-,WBGene00006677,protein_coding,OG0008348
1357,elegans_IV,IV,gene,11504716,11509727,5012,+,WBGene00006678,protein_coding,OG0009323
1358,elegans_I,I,gene,9463751,9468898,5148,+,WBGene00006681,protein_coding,OG0009105
1359,elegans_I,I,gene,8808965,8811647,2683,-,WBGene00006682,protein_coding,OG0006944
1360,elegans_V,V,gene,13796641,13800577,3937,+,WBGene00006684,protein_coding,OG0007083
1361,elegans_V,V,gene,17743651,17747059,3409,-,WBGene00006688,protein_coding,OG0010064
1362,elegans_III,III,gene,11795748,11803243,7496,+,WBGene00006690,protein_coding,OG0008196
1363,elegans_III,III,gene,13486514,13492477,5964,-,WBGene00006691,protein_coding,OG0006730
1364,elegans_V,V,gene,17726791,17732616,5826,-,WBGene00006692,protein_coding,OG0010066
1365,elegans_V,V,gene,13346278,13356168,9891,+,WBGene00006693,protein_coding,OG0007280
1366,elegans_III,III,gene,1062794,1076555,13762,-,WBGene00006697,protein_coding,OG0005163
1367,elegans_IV,IV,gene,9989671,9994945,5275,-,WBGene00006699,protein_coding,OG0008018
1368,elegans_II,II,gene,7479187,7480713,1527,+,WBGene00006703,protein_coding,OG0010206
1369,elegans_III,III,gene,9630097,9631167,1071,-,WBGene00006704,protein_coding,OG0008765
1370,elegans_I,I,gene,13581698,13585295,3598,+,WBGene00006709,protein_coding,OG0007817
1371,elegans_X,X,gene,7050590,7055699,5110,+,WBGene00006712,protein_coding,OG0008632
1372,elegans_II,II,gene,8405603,8406927,1325,+,WBGene00006719,protein_coding,OG0007914
1373,elegans_I,I,gene,14790244,14790934,691,+,WBGene00006730,protein_coding,OG0005861
1374,elegans_II,II,gene,8129960,8134742,4783,+,WBGene00006739,protein_coding,OG0009449
1375,elegans_I,I,gene,6812660,6814249,1590,+,WBGene00006740,protein_coding,OG0006776
1376,elegans_X,X,gene,1057487,1062453,4967,-,WBGene00006741,protein_coding,OG0009192
1377,elegans_II,II,gene,9897751,9900376,2626,-,WBGene00006744,protein_coding,OG0010117
1378,elegans_IV,IV,gene,5495664,5528338,32675,-,WBGene00006745,protein_coding,OG0009470
1379,elegans_X,X,gene,15120846,15147740,26895,-,WBGene00006747,protein_coding,OG0008331
1380,elegans_IV,IV,gene,7197153,7203660,6508,+,WBGene00006748,protein_coding,OG0008066
1381,elegans_X,X,gene,13201770,13216729,14960,+,WBGene00006749,protein_coding,OG0008271
1382,elegans_X,X,gene,7272317,7280322,8006,-,WBGene00006750,protein_coding,OG0008649
1383,elegans_I,I,gene,3798396,3805739,7344,-,WBGene00006751,protein_coding,OG0007300
1384,elegans_I,I,gene,7122614,7128246,5633,-,WBGene00006753,protein_coding,OG0005262
1385,elegans_I,I,gene,7376604,7383197,6594,-,WBGene00006754,protein_coding,OG0005278
1386,elegans_III,III,gene,9546258,9557450,11193,+,WBGene00006755,protein_coding,OG0008771
1387,elegans_X,X,gene,7682896,7686037,3142,+,WBGene00006757,protein_coding,OG0008657
1388,elegans_V,V,gene,8936359,8939684,3326,+,WBGene00006760,protein_coding,OG0007126
1389,elegans_IV,IV,gene,7979870,7982011,2142,+,WBGene00006761,protein_coding,OG0009698
1390,elegans_III,III,gene,12942651,12949883,7233,+,WBGene00006762,protein_coding,OG0005148
1391,elegans_IV,IV,gene,13261555,13272516,10962,-,WBGene00006763,protein_coding,OG0009588
1392,elegans_I,I,gene,8897632,8901435,3804,-,WBGene00006765,protein_coding,OG0009533
1393,elegans_IV,IV,gene,13118977,13124406,5430,+,WBGene00006766,protein_coding,OG0009576
1394,elegans_IV,IV,gene,12773867,12788354,14488,+,WBGene00006767,protein_coding,OG0009565
1395,elegans_III,III,gene,8905615,8911756,6142,+,WBGene00006768,protein_coding,OG0008825
1396,elegans_V,V,gene,982706,996914,14209,+,WBGene00006770,protein_coding,OG0005192
1397,elegans_III,III,gene,8193843,8201217,7375,-,WBGene00006772,protein_coding,OG0006093
1398,elegans_I,I,gene,4897620,4900974,3355,-,WBGene00006774,protein_coding,OG0005241
1399,elegans_I,I,gene,5679837,5691503,11667,-,WBGene00006776,protein_coding,OG0006812
1400,elegans_V,V,gene,9764534,9769391,4858,-,WBGene00006778,protein_coding,OG0007191
1401,elegans_IV,IV,gene,10324254,10350217,25964,-,WBGene00006779,protein_coding,OG0009760
1402,elegans_II,II,gene,11058047,11089456,31410,-,WBGene00006788,protein_coding,OG0010154
1403,elegans_I,I,gene,7898434,7903334,4901,-,WBGene00006790,protein_coding,OG0006818
1404,elegans_I,I,gene,4675133,4679448,4316,+,WBGene00006791,protein_coding,OG0009502
1405,elegans_X,X,gene,10104610,10133182,28573,-,WBGene00006792,protein_coding,OG0007697
